team,rpi,year 
Jacksonville St,0.4149,2010
North Carolina A&T,0.4142,2010
Pennsylvania,0.4136,2010
Albany,0.4132,2010
UA Little Rock,0.4127,2010
Sacramento St,0.4126,2010
Pepperdine,0.4119,2010
Hartford,0.4118,2010
Idaho St,0.4112,2010
Fordham,0.4108,2010
SC Upstate,0.4107,2010
UM Eastern Shore,0.4104,2010
Central Connecticut,0.4093,2010
VMI,0.4092,2010
Rice,0.4064,2010
SE Missouri St,0.4031,2010
Northwestern St,0.4027,2010
Centenary,0.4024,2010
McNeese St,0.4016,2010
Savannah St,0.3999,2010
CS Bakersfield,0.3983,2010
Gardner Webb,0.3982,2010
Florida A&M,0.3959,2010
Central Arkansas,0.3957,2010
School,RPI,2010
Florida Gulf Coast,0.3952,2010
SIU-E,0.3949,2010
New Orleans,0.3917,2010
Toledo,0.3912,2010
Miss Valley St,0.391,2010
Stetson,0.3899,2010
Houston Baptist,0.3898,2010
Southern Utah,0.3895,2010
Presbyterian,0.3858,2010
Howard,0.3849,2010
Wagner,0.3808,2010
Alabama A&M,0.3806,2010
UMBC,0.3805,2010
Marist,0.3784,2010
Dartmouth,0.3782,2010
UT Pan American,0.3761,2010
Coppin St,0.3655,2010
UT Martin,0.3635,2010
North Dakota,0.3617,2010
Grambling St,0.3611,2010
NJIT,0.3561,2010
Utah Valley,0.3498,2010
Southern U,0.3488,2010
Alcorn St,0.3435,2010
Chicago St,0.3433,2010
Bryant,0.3433,2010
NCCU,0.3413,2010
Kansas,0.6793,2011
Ohio State,0.6723,2011
San Diego St,0.6672,2011
Duke,0.6611,2011
BYU,0.6526,2011
North Carolina,0.6485,2011
Kentucky,0.6461,2011
Florida,0.6414,2011
Notre Dame,0.6414,2011
Pittsburgh,0.6377,2011
Texas,0.6352,2011
Purdue,0.6343,2011
Georgetown,0.6323,2011
Connecticut,0.6305,2011
Utah St,0.6242,2011
Wisconsin,0.6227,2011
Louisville,0.6222,2011
Syracuse,0.6201,2011
Arizona,0.617,2011
Old Dominion,0.6167,2011
West Virginia,0.6141,2011
Xavier,0.6099,2011
Kansas St,0.6098,2011
George Mason,0.6079,2011
UNLV,0.6072,2011
St. John's,0.6064,2011
Vanderbilt,0.6052,2011
Memphis,0.6,2011
Texas A&M,0.5996,2011
Temple,0.5996,2011
UAB,0.5939,2011
Washington,0.5921,2011
Butler,0.5906,2011
Tennessee,0.5906,2011
Harvard,0.5892,2011
Cincinnati,0.5885,2011
Missouri,0.5869,2011
Villanova,0.5859,2011
Penn State,0.5854,2011
Princeton,0.5853,2011
School,RPI,2011
Richmond,0.5851,2011
Cleveland St,0.5841,2011
Missouri St,0.5838,2011
UCLA,0.5814,2011
Michigan St,0.5795,2011
St. Mary's,0.5792,2011
Georgia,0.5775,2011
Illinois,0.5772,2011
VCU,0.5763,2011
Colorado St,0.5758,2011
Belmont,0.5757,2011
Michigan,0.5754,2011
Oakland,0.5749,2011
Marshall,0.5737,2011
Florida St,0.5732,2011
Gonzaga,0.5728,2011
Clemson,0.5719,2011
Boston College,0.5711,2011
UTEP,0.5701,2011
Wichita St,0.57,2011
Oklahoma St,0.5699,2011
Virginia Tech,0.5695,2011
Southern Miss,0.5688,2011
Marquette,0.5684,2011
Colorado,0.566,2011
New Mexico,0.5631,2011
Southern California,0.5615,2011
Iona,0.5614,2011
UCF,0.5611,2011
Dayton,0.5608,2011
Valparaiso,0.5603,2011
Coll of Charleston,0.5599,2011
Miami (FL),0.5593,2011
Drexel,0.5584,2011
Long Island,0.5577,2011
California,0.5568,2011
Morehead St,0.5564,2011
Kent St,0.556,2011
Bucknell,0.555,2011
Alabama,0.5545,2011
School,RPI,2011
Tulsa,0.5543,2011
Washington St,0.5532,2011
Mississippi,0.5525,2011
Indiana St,0.5522,2011
Minnesota,0.5522,2011
Hofstra,0.5512,2011
Northwestern,0.5502,2011
James Madison,0.5501,2011
Nebraska,0.5501,2011
Long Beach,0.5465,2011
East Tenn St,0.5453,2011
St. Peter's,0.5431,2011
UW Milwaukee,0.5424,2011
Baylor,0.5424,2011
Vermont,0.5417,2011
East Carolina,0.5416,2011
Fairfield,0.5412,2011
Maryland,0.541,2011
Northern Colorado,0.5402,2011
Robert Morris,0.5386,2011
Rhode Island,0.5386,2011
Seton Hall,0.5374,2011
Portland,0.5365,2011
Coastal Carolina,0.5365,2011
Rider,0.5354,2011
Montana,0.535,2011
Akron,0.5345,2011
Duquesne,0.5345,2011
Wofford,0.534,2011
Air Force,0.5339,2011
Miami (OH),0.533,2011
Northern Iowa,0.5326,2011
Boise St,0.531,2011
Florida Atlantic,0.531,2011
IUPUI,0.5299,2011
Furman,0.5297,2011
Murray St,0.5297,2011
Utah,0.5269,2011
Mississippi St,0.526,2011
San Francisco,0.5255,2011
School,RPI,2011
Rutgers,0.5246,2011
St. Bonaventure,0.5226,2011
Creighton,0.5221,2011
Wright St,0.5211,2011
North Carolina St,0.521,2011
Oklahoma,0.5205,2011
Arkansas,0.5204,2011
American,0.5203,2011
Boston U,0.5199,2011
Austin Peay,0.5196,2011
Oral Roberts,0.5193,2011
Lipscomb,0.5188,2011
North Texas,0.5152,2011
South Carolina,0.5148,2011
Oregon,0.5145,2011
Evansville,0.5141,2011
Idaho,0.5139,2011
Iowa State,0.5136,2011
New Mexico St,0.5126,2011
Delaware,0.5116,2011
Virginia,0.5114,2011
Jacksonville,0.5107,2011
Detroit,0.5101,2011
Quinnipiac,0.5097,2011
George Washington,0.508,2011
Central Connecticut,0.5075,2011
UNC Asheville,0.5072,2011
North Florida,0.5055,2011
San Jose St,0.505,2011
Weber St,0.5041,2011
Massachusetts,0.503,2011
Northern Arizona,0.5027,2011
Hampton,0.5026,2011
Providence,0.5025,2011
South Florida,0.5022,2011
Yale,0.5019,2011
UC Santa Barbara,0.5017,2011
Santa Clara,0.5015,2011
McNeese St,0.501,2011
Stanford,0.5008,2011
School,RPI,2011
Arizona St,0.4992,2011
Hawai'i,0.4991,2011
Ohio,0.4978,2011
Saint Joseph's,0.4973,2011
Texas Tech,0.4973,2011
Buffalo,0.4966,2011
Ball State,0.4955,2011
Georgia Tech,0.4953,2011
La Salle,0.4953,2011
Wagner,0.4949,2011
UW Green Bay,0.4944,2011
Western Carolina,0.4938,2011
Pennsylvania,0.4937,2011
Western Michigan,0.4931,2011
Saint Louis,0.4929,2011
Sam Houston,0.4928,2011
Arkansas St,0.4925,2011
Northeastern,0.4923,2011
Loyola (Maryland),0.4922,2011
IPFW,0.4922,2011
Canisius,0.4914,2011
Davidson,0.4897,2011
South Dakota St,0.4892,2011
Liberty,0.489,2011
Iowa,0.4884,2011
Columbia,0.4884,2011
Rice,0.4881,2011
UA Little Rock,0.4877,2011
Tennessee Tech,0.4874,2011
Pacific,0.4873,2011
Texas Southern,0.4863,2011
Indiana,0.4856,2011
Nevada,0.485,2011
UT San Antonio,0.4849,2011
Appalachian St,0.4847,2011
Western Kentucky,0.4834,2011
Loyola (Chicago),0.483,2011
Bethune Cookman,0.4822,2011
Chattanooga,0.4811,2011
VMI,0.4783,2011
School,RPI,2011
Cal Poly,0.478,2011
Siena,0.4779,2011
Fresno St,0.476,2011
Presbyterian,0.476,2011
Lehigh,0.4758,2011
SMU,0.4743,2011
Southern Illinois,0.4742,2011
TCU,0.473,2011
Morgan St,0.4727,2011
Cornell,0.4711,2011
Middle Tenn St,0.47,2011
UMKC,0.4697,2011
St. Francis (NY),0.4688,2011
UL Lafayette,0.4687,2011
Maine,0.4685,2011
Albany,0.4676,2011
Drake,0.4672,2011
UNC Wilmington,0.4669,2011
Oregon St,0.4668,2011
Lafayette,0.4667,2011
Mercer,0.4665,2011
Winthrop,0.4659,2011
Georgia St,0.4659,2011
Texas St,0.4658,2011
Charlotte,0.4655,2011
SE Louisiana,0.4647,2011
LSU,0.4646,2011
William & Mary,0.4643,2011
Stephen F. Austin,0.4621,2011
Mt St. Mary's,0.4613,2011
North Carolina A&T,0.4607,2011
Tennessee St,0.4594,2011
Bradley,0.4591,2011
DePaul,0.459,2011
Charleston Southern,0.4581,2011
Tulane,0.457,2011
Northwestern St,0.4566,2011
North Dakota St,0.4563,2011
Houston,0.4562,2011
Stony Brook,0.4557,2011
School,RPI,2011
Nicholls St,0.4557,2011
Brown,0.4545,2011
Pepperdine,0.4539,2011
Denver,0.4528,2011
Bowling Green,0.4515,2011
Coppin St,0.4507,2011
Louisiana Tech,0.4496,2011
CS Northridge,0.4495,2011
Jackson St,0.4479,2011
Miss Valley St,0.4475,2011
Utah Valley,0.4468,2011
Fordham,0.4452,2011
Bryant,0.4442,2011
Auburn,0.4436,2011
Illinois St,0.4433,2011
Savannah St,0.4432,2011
Alabama St,0.4429,2011
Montana St,0.4425,2011
St. Francis (PA),0.4421,2011
Wake Forest,0.4419,2011
High Point,0.4419,2011
Eastern Kentucky,0.4417,2011
Gardner Webb,0.4416,2011
Wyoming,0.4415,2011
UC Riverside,0.4411,2011
Troy,0.4399,2011
Southern Utah,0.4391,2011
Loyola Marymount,0.4388,2011
Elon,0.4383,2011
Norfolk St,0.4375,2011
North Dakota,0.4366,2011
UT Arlington,0.4361,2011
Sacred Heart,0.4335,2011
New Hampshire,0.4329,2011
Portland St,0.4326,2011
South Alabama,0.4325,2011
Hartford,0.4325,2011
NCCU,0.4325,2011
Army,0.4317,2011
Campbell,0.431,2011
School,RPI,2011
Texas A&M CC,0.4303,2011
Florida Gulf Coast,0.4298,2011
Florida Intl,0.4282,2011
Samford,0.4273,2011
Holy Cross,0.4271,2011
Monmouth,0.4267,2011
Towson,0.4265,2011
Niagara,0.4261,2011
Eastern Washington,0.426,2011
Seattle,0.4259,2011
UT Martin,0.4257,2011
UIC,0.4252,2011
Manhattan,0.425,2011
The Citadel,0.4248,2011
Youngstown St,0.4245,2011
UC Irvine,0.4239,2011
Lamar,0.4239,2011
UNC Greensboro,0.4233,2011
Navy,0.4218,2011
Binghamton,0.4208,2011
UC Davis,0.4196,2011
Idaho St,0.4193,2011
CS Fullerton,0.4171,2011
Stetson,0.4169,2011
Marist,0.4159,2011
SE Missouri St,0.4151,2011
Central Michigan,0.4131,2011
Alabama A&M,0.4119,2011
Delaware St,0.4095,2011
CS Bakersfield,0.409,2011
Dartmouth,0.4078,2011
SC Upstate,0.4071,2011
Colgate,0.4062,2011
Eastern Illinois,0.4059,2011
NJIT,0.4055,2011
Grambling St,0.4051,2011
South Dakota,0.405,2011
Northern Illinois,0.404,2011
Longwood,0.4017,2011
San Diego,0.4013,2011
School,RPI,2011
Kennesaw St,0.4004,2011
UMBC,0.3972,2011
UM Eastern Shore,0.3926,2011
Eastern Michigan,0.3878,2011
UL Monroe,0.3871,2011
UA Pine Bluff,0.3867,2011
Fairleigh Dickinson,0.3865,2011
SIU-E,0.3846,2011
Florida A&M,0.3846,2011
Sacramento St,0.3818,2011
Jacksonville St,0.376,2011
Howard,0.3733,2011
Radford,0.3715,2011
Prairie View A&M,0.3715,2011
South Carolina St,0.3689,2011
Western Illinois,0.3689,2011
Alcorn St,0.3663,2011
Toledo,0.3642,2011
Chicago St,0.3604,2011
Central Arkansas,0.3584,2011
Georgia So,0.3522,2011
Centenary,0.3478,2011
UT Pan American,0.3409,2011
Southern U,0.3391,2011
Houston Baptist,0.3349,2011
Syracuse,0.6667,2012
Kentucky,0.6652,2012
Michigan St,0.6596,2012
North Carolina,0.6576,2012
Duke,0.6514,2012
Kansas,0.6417,2012
Ohio State,0.6379,2012
Baylor,0.6331,2012
Marquette,0.633,2012
Missouri,0.6298,2012
Florida St,0.6259,2012
Wichita St,0.622,2012
Michigan,0.6214,2012
Louisville,0.6207,2012
Georgetown,0.6201,2012
Memphis,0.6196,2012
Indiana,0.6176,2012
UNLV,0.6158,2012
Vanderbilt,0.6156,2012
Temple,0.6153,2012
Southern Miss,0.6138,2012
Murray St,0.6119,2012
Wisconsin,0.6094,2012
Creighton,0.608,2012
Gonzaga,0.6078,2012
San Diego St,0.6063,2012
New Mexico,0.6063,2012
St. Mary's,0.6058,2012
Colorado St,0.6051,2012
Florida,0.605,2012
Saint Louis,0.5991,2012
Connecticut,0.5937,2012
Iowa State,0.5916,2012
Long Beach,0.5901,2012
Harvard,0.5896,2012
Alabama,0.5883,2012
California,0.5857,2012
VCU,0.5842,2012
Notre Dame,0.5839,2012
Iona,0.5819,2012
School,RPI,2012
Xavier,0.5813,2012
Cincinnati,0.5804,2012
South Dakota St,0.5798,2012
Marshall,0.5798,2012
BYU,0.5783,2012
Ohio,0.5782,2012
Purdue,0.5779,2012
Kansas St,0.5775,2012
North Carolina St,0.5771,2012
Texas,0.5771,2012
Oral Roberts,0.5769,2012
South Florida,0.5763,2012
Virginia,0.5762,2012
UCF,0.5757,2012
Akron,0.5744,2012
Middle Tenn St,0.5738,2012
West Virginia,0.5736,2012
Belmont,0.573,2012
New Mexico St,0.5728,2012
Miami (FL),0.5724,2012
Mississippi,0.5722,2012
Colorado,0.5717,2012
Oregon,0.5705,2012
Davidson,0.5705,2012
Northwestern,0.5702,2012
Drexel,0.5701,2012
Nevada,0.5701,2012
Seton Hall,0.5693,2012
Saint Joseph's,0.5667,2012
Weber St,0.5658,2012
Washington,0.5658,2012
St. Bonaventure,0.5614,2012
Northern Iowa,0.5611,2012
Montana,0.5609,2012
Mississippi St,0.5601,2012
Arizona,0.5582,2012
Massachusetts,0.5577,2012
Loyola (Maryland),0.5571,2012
Buffalo,0.5569,2012
Long Island,0.5553,2012
School,RPI,2012
Dayton,0.5546,2012
George Mason,0.5543,2012
Wyoming,0.5535,2012
LSU,0.553,2012
Cleveland St,0.553,2012
La Salle,0.5521,2012
Tennessee,0.5521,2012
Princeton,0.5518,2012
Bucknell,0.5487,2012
Minnesota,0.5486,2012
Lehigh,0.5472,2012
Wagner,0.5465,2012
Denver,0.5452,2012
Illinois,0.5449,2012
Valparaiso,0.5447,2012
Pittsburgh,0.5434,2012
Stanford,0.5428,2012
Pennsylvania,0.5427,2012
Robert Morris,0.5393,2012
Illinois St,0.5389,2012
Georgia,0.5389,2012
Yale,0.5385,2012
Old Dominion,0.5385,2012
UNC Asheville,0.5382,2012
Maryland,0.5361,2012
Kent St,0.5359,2012
Tennessee St,0.5358,2012
Lamar,0.5356,2012
Duquesne,0.5354,2012
UT Arlington,0.5351,2012
UAB,0.535,2012
Butler,0.5338,2012
TCU,0.5334,2012
Arkansas,0.5332,2012
Fairfield,0.5328,2012
Virginia Tech,0.5318,2012
Loyola Marymount,0.5293,2012
UC Santa Barbara,0.5286,2012
Tulsa,0.5283,2012
Villanova,0.5282,2012
School,RPI,2012
Oklahoma St,0.527,2012
Coll of Charleston,0.5268,2012
Missouri St,0.5256,2012
UW Milwaukee,0.5251,2012
Detroit,0.524,2012
Richmond,0.5237,2012
UCLA,0.5236,2012
Norfolk St,0.5225,2012
Indiana St,0.5214,2012
Iowa,0.5208,2012
Evansville,0.5205,2012
Oregon St,0.5198,2012
Mercer,0.5192,2012
Drake,0.5185,2012
Vermont,0.5183,2012
San Francisco,0.5177,2012
Tennessee Tech,0.5165,2012
Oklahoma,0.5151,2012
SC Upstate,0.5144,2012
Georgia St,0.5137,2012
American,0.513,2012
Oakland,0.513,2012
Utah St,0.5125,2012
Miss Valley St,0.5124,2012
Auburn,0.5123,2012
Idaho,0.5116,2012
UTEP,0.5115,2012
UW Green Bay,0.5103,2012
Manhattan,0.5101,2012
Western Illinois,0.5091,2012
Clemson,0.5089,2012
Stony Brook,0.5086,2012
Delaware,0.5079,2012
Nebraska,0.5065,2012
Quinnipiac,0.505,2012
Providence,0.5045,2012
CS Fullerton,0.5045,2012
Bowling Green,0.504,2012
St. John's,0.5036,2012
Louisiana Tech,0.5031,2012
School,RPI,2012
Penn State,0.5025,2012
Charleston Southern,0.5023,2012
Rutgers,0.5019,2012
East Carolina,0.5011,2012
Texas A&M,0.4986,2012
Morehead St,0.4983,2012
Charlotte,0.4972,2012
Air Force,0.4962,2012
South Alabama,0.4958,2012
Youngstown St,0.4948,2012
Rice,0.4945,2012
Northeastern,0.4928,2012
Boise St,0.4924,2012
McNeese St,0.492,2012
UA Little Rock,0.4916,2012
Holy Cross,0.4912,2012
Wofford,0.4911,2012
East Tenn St,0.4911,2012
North Florida,0.4906,2012
Cornell,0.49,2012
Coastal Carolina,0.4895,2012
Wake Forest,0.4895,2012
North Dakota St,0.4884,2012
Washington St,0.4882,2012
UL Lafayette,0.4881,2012
Columbia,0.488,2012
Portland St,0.4877,2012
George Washington,0.4876,2012
Western Kentucky,0.4864,2012
Boston U,0.4856,2012
Savannah St,0.4845,2012
Austin Peay,0.484,2012
San Diego,0.4837,2012
South Carolina,0.4817,2012
Lafayette,0.481,2012
UT San Antonio,0.4808,2012
Georgia Tech,0.4806,2012
DePaul,0.4801,2012
North Texas,0.4793,2012
Rider,0.4782,2012
School,RPI,2012
Niagara,0.478,2012
Stephen F. Austin,0.4773,2012
Georgia So,0.4763,2012
Hawai'i,0.4762,2012
Western Michigan,0.4749,2012
Campbell,0.4746,2012
Florida Atlantic,0.4744,2012
Florida Gulf Coast,0.4744,2012
Eastern Washington,0.4736,2012
IUPUI,0.4714,2012
St. Francis (NY),0.4713,2012
CS Bakersfield,0.4703,2012
UNC Wilmington,0.4702,2012
Albany,0.4701,2012
Houston,0.47,2012
Northwestern St,0.4697,2012
Siena,0.4694,2012
Cal Poly,0.4694,2012
SMU,0.4692,2012
Jacksonville St,0.4677,2012
Western Carolina,0.4676,2012
Arkansas St,0.4668,2012
Marist,0.4666,2012
Wright St,0.4661,2012
Lipscomb,0.4661,2012
Eastern Kentucky,0.4655,2012
Central Connecticut,0.4635,2012
Elon,0.4634,2012
Fresno St,0.4633,2012
Utah Valley,0.463,2012
Southern Utah,0.4601,2012
NCCU,0.46,2012
Texas Southern,0.4599,2012
Furman,0.4594,2012
UNC Greensboro,0.4593,2012
Monmouth,0.4593,2012
Sacred Heart,0.4587,2012
Portland,0.4585,2012
Bethune Cookman,0.4583,2012
Fordham,0.4579,2012
School,RPI,2012
Texas Tech,0.4565,2012
North Dakota,0.4562,2012
Eastern Michigan,0.4554,2012
Boston College,0.4553,2012
Presbyterian,0.455,2012
Toledo,0.4547,2012
Miami (OH),0.4546,2012
SE Missouri St,0.4542,2012
Delaware St,0.4535,2012
Tulane,0.4522,2012
Florida Intl,0.4519,2012
Arizona St,0.4515,2012
UC Riverside,0.4492,2012
UC Irvine,0.4483,2012
Southern Illinois,0.4472,2012
Ball State,0.4471,2012
Rhode Island,0.4459,2012
Appalachian St,0.4458,2012
VMI,0.4445,2012
Troy,0.4445,2012
James Madison,0.4444,2012
Northern Colorado,0.4443,2012
Hofstra,0.4429,2012
Jacksonville,0.4427,2012
Bradley,0.4426,2012
UMKC,0.4406,2012
Stetson,0.4404,2012
High Point,0.4401,2012
Samford,0.4388,2012
Southern California,0.4382,2012
Pepperdine,0.4365,2012
Winthrop,0.4365,2012
Sam Houston,0.4363,2012
Utah,0.4361,2012
Montana St,0.4337,2012
Coppin St,0.4333,2012
Seattle,0.4329,2012
IPFW,0.4313,2012
San Jose St,0.4311,2012
Central Michigan,0.4307,2012
School,RPI,2012
Southern U,0.4304,2012
North Carolina A&T,0.4293,2012
Maine,0.4284,2012
Liberty,0.4281,2012
Howard,0.4274,2012
Eastern Illinois,0.4261,2012
Morgan St,0.4254,2012
Texas St,0.4246,2012
Pacific,0.4244,2012
Idaho St,0.4235,2012
South Dakota,0.4205,2012
Mt St. Mary's,0.4204,2012
Gardner Webb,0.4167,2012
Prairie View A&M,0.416,2012
Colgate,0.4159,2012
New Hampshire,0.4154,2012
UIC,0.4153,2012
Nicholls St,0.415,2012
William & Mary,0.415,2012
SIU-E,0.4138,2012
Army,0.4127,2012
UA Pine Bluff,0.4124,2012
Santa Clara,0.4121,2012
NJIT,0.4121,2012
St. Peter's,0.4111,2012
Hampton,0.4092,2012
Hartford,0.4063,2012
Alabama St,0.405,2012
Loyola (Chicago),0.4043,2012
Chattanooga,0.4041,2012
Towson,0.403,2012
St. Francis (PA),0.4025,2012
Brown,0.4016,2012
UT Pan American,0.4,2012
Sacramento St,0.3999,2012
Florida A&M,0.3993,2012
UL Monroe,0.3981,2012
SE Louisiana,0.397,2012
Texas A&M CC,0.3957,2012
UM Eastern Shore,0.3942,2012
School,RPI,2012
Jackson St,0.393,2012
Central Arkansas,0.3926,2012
CS Northridge,0.3887,2012
Houston Baptist,0.388,2012
The Citadel,0.3855,2012
UT Martin,0.3842,2012
Navy,0.3805,2012
Dartmouth,0.38,2012
Radford,0.3791,2012
Fairleigh Dickinson,0.3779,2012
Kennesaw St,0.3761,2012
Longwood,0.3755,2012
Canisius,0.3755,2012
Northern Illinois,0.3726,2012
Alcorn St,0.3686,2012
UC Davis,0.3669,2012
Chicago St,0.3667,2012
Northern Arizona,0.3666,2012
UMBC,0.3632,2012
Bryant,0.3598,2012
Grambling St,0.3531,2012
Alabama A&M,0.3503,2012
South Carolina St,0.3408,2012
Binghamton,0.3362,2012
Duke,0.6724,2013
New Mexico,0.6712,2013
Louisville,0.661,2013
Miami (FL),0.6542,2013
Kansas,0.6477,2013
Gonzaga,0.6439,2013
Florida,0.6399,2013
Indiana,0.6377,2013
Michigan St,0.6369,2013
Ohio State,0.6364,2013
Georgetown,0.635,2013
Memphis,0.6283,2013
Marquette,0.6282,2013
Syracuse,0.6275,2013
Arizona,0.6247,2013
Saint Louis,0.6223,2013
North Carolina,0.6185,2013
Colorado St,0.6182,2013
Belmont,0.6181,2013
Kansas St,0.6177,2013
Michigan,0.6176,2013
Butler,0.614,2013
UNLV,0.6124,2013
VCU,0.6099,2013
Creighton,0.6091,2013
UCLA,0.6088,2013
Oklahoma St,0.6085,2013
Middle Tenn St,0.6051,2013
St. Mary's,0.6048,2013
San Diego St,0.6042,2013
Southern Miss,0.6039,2013
Wisconsin,0.6036,2013
North Carolina St,0.6023,2013
Minnesota,0.6001,2013
Notre Dame,0.5981,2013
Missouri,0.598,2013
Wichita St,0.596,2013
Colorado,0.5953,2013
Oklahoma,0.5946,2013
Illinois,0.5939,2013
School,RPI,2013
Temple,0.5912,2013
Akron,0.5906,2013
Pittsburgh,0.5904,2013
Boise St,0.5903,2013
Iowa State,0.5903,2013
La Salle,0.59,2013
Oregon,0.5898,2013
Mississippi,0.5891,2013
Connecticut,0.5872,2013
Cincinnati,0.5852,2013
Bucknell,0.5817,2013
Villanova,0.5797,2013
Louisiana Tech,0.5775,2013
California,0.5775,2013
New Mexico St,0.5768,2013
Massachusetts,0.5747,2013
Kentucky,0.5735,2013
Valparaiso,0.573,2013
Tennessee,0.5688,2013
Alabama,0.5655,2013
Davidson,0.5653,2013
South Dakota St,0.5643,2013
BYU,0.5613,2013
Detroit,0.5605,2013
Denver,0.5602,2013
