34,Virginia Tech,20-11,0.5936,17.2,9.4,0.6466,0.5898,0.5481,22,0.5759,33,0.5932,,
35,Arkansas,21-13,0.5907,16.6,11,0.6014,0.6058,0.5498,10,0.5871,31,0.5948,,
36,Missouri St,21-10,0.5897,19.8,10,0.6644,0.5763,0.5415,42,0.5647,35,0.5929,,
37,Louisville,22-9,0.589,18.4,9.8,0.6525,0.5757,0.5521,36,0.5679,24,0.6033,12,15
38,Bradley,20-12,0.5884,17.2,10.4,0.6232,0.5929,0.5446,21,0.5768,41,0.5888,,
39,Drexel,22-8,0.5882,24,7.2,0.7692,0.5368,0.5101,103,0.5279,53,0.5793,,
40,Old Dominion,24-8,0.5881,21.2,6.8,0.7571,0.5477,0.5,96,0.5318,45,0.5864,,
,,,,RPI Data,,,,,SOS,,Old RPI,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,Rank,Rating,AP,USA
41,Florida St,20-12,0.5867,16,10,0.6154,0.5934,0.5447,20,0.5771,39,0.5891,,
42,Purdue,21-11,0.5857,15.4,8.2,0.6525,0.5726,0.545,44,0.5634,44,0.5866,,
43,Utah St,22-11,0.5845,19.2,7.4,0.7218,0.5565,0.5031,87,0.5387,61,0.5707,,
44,VCU,27-6,0.5844,25.4,6,0.8089,0.5108,0.5069,126,0.5095,43,0.5867,,
45,Clemson,21-10,0.5833,18.2,9.6,0.6547,0.563,0.5526,50,0.5595,40,0.589,,
46,Vanderbilt,19-11,0.5826,15,9.8,0.6048,0.5874,0.551,23,0.5753,38,0.5898,,
47,Southern California,23-11,0.5824,17.8,10.2,0.6357,0.5759,0.5422,43,0.5646,36,0.5926,,
48,Davidson,27-4,0.5821,27,3.2,0.894,0.4704,0.4935,198,0.4781,56,0.5763,,
49,Alabama,20-11,0.5819,15.2,8.6,0.6387,0.5729,0.5434,45,0.563,51,0.5836,,
50,Syracuse,22-10,0.5809,17.6,10,0.6377,0.572,0.5419,46,0.5619,32,0.5933,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
51,Oklahoma St,21-12,0.5808,15.4,9.6,0.616,0.5832,0.5407,34,0.569,48,0.5859,,
52,Georgia Tech,20-11,0.5802,13.6,8.2,0.6239,0.57,0.5572,41,0.5657,49,0.5856,,
53,Texas Tech,21-12,0.5792,18.2,11.2,0.619,0.5786,0.5405,39,0.5659,52,0.5835,,
54,Michigan,21-12,0.5786,15.4,10,0.6063,0.5805,0.5472,31,0.5694,46,0.5862,,
55,Virginia,19-10,0.5782,13.8,8,0.633,0.5642,0.5512,49,0.5599,50,0.5837,,24
56,Kansas St,22-11,0.5762,19.2,8.6,0.6906,0.5413,0.5316,88,0.5381,63,0.5702,,
57,West Virginia,21-9,0.5751,17,7,0.7083,0.5233,0.5456,99,0.5307,58,0.573,,
58,Mississippi,20-12,0.5741,14.8,8.4,0.6379,0.5583,0.5416,59,0.5528,60,0.5708,,
59,Appalachian St,22-7,0.5735,22,5,0.8148,0.495,0.4891,164,0.493,76,0.5594,,
60,Holy Cross,25-8,0.573,23.4,6,0.7959,0.5023,0.4916,152,0.4988,68,0.5635,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
61,Gonzaga,23-10,0.5725,20.2,9.2,0.6871,0.5425,0.518,93,0.5343,57,0.575,,
62,Massachusetts,23-8,0.5722,22.2,6.8,0.7655,0.5012,0.5207,131,0.5077,66,0.5663,,
63,Stanford,18-12,0.571,15.2,11.2,0.5758,0.5765,0.5551,32,0.5694,54,0.577,,
64,Georgia,17-13,0.5703,13.4,11.4,0.5403,0.5945,0.5519,16,0.5803,55,0.5769,,
65,Mississippi St,18-13,0.57,14,10.6,0.5691,0.5808,0.5492,27,0.5703,59,0.5729,,
66,San Diego St,19-10,0.5687,15.8,8.4,0.6529,0.5456,0.5307,83,0.5407,64,0.5693,,
67,Akron,25-7,0.5679,24.2,5.8,0.8067,0.4851,0.4948,178,0.4883,69,0.5616,,
68,DePaul,17-13,0.5668,13.4,10.6,0.5583,0.5778,0.5531,29,0.5696,65,0.5689,,
69,New Mexico St,24-8,0.5668,19.2,5.6,0.7742,0.484,0.5249,154,0.4976,71,0.5607,,
70,Winthrop,24-4,0.5647,24.4,2.8,0.8971,0.4405,0.4808,270,0.4539,78,0.5547,24,22
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
71,George Washington,23-8,0.5621,20.2,6.4,0.7594,0.4853,0.5185,156,0.4963,77,0.5577,,
72,Wright St,23-9,0.5618,20.2,6.2,0.7652,0.4899,0.5024,159,0.4941,84,0.5502,,
73,Hofstra,21-9,0.5605,20.6,7,0.7464,0.492,0.5116,153,0.4985,89,0.5489,,
74,Saint Louis,19-13,0.558,15.4,9.8,0.6111,0.5484,0.5239,84,0.5402,80,0.5536,,
75,Dayton,19-12,0.5573,13.8,9.2,0.6,0.5562,0.5169,76,0.5431,74,0.5605,,
76,Providence,18-12,0.5566,12.4,10.4,0.5439,0.5731,0.5364,48,0.5608,62,0.5706,,
77,Bucknell,22-9,0.5555,22.4,7.4,0.7517,0.4896,0.4911,172,0.4901,94,0.545,,
78,Albany,23-9,0.5553,23,7,0.7667,0.4879,0.4786,184,0.4848,98,0.5433,,
79,Long Beach,23-7,0.555,22.2,5.4,0.8043,0.4611,0.4936,220,0.4719,92,0.5456,,
80,California,16-17,0.5547,14.4,16.6,0.4645,0.6021,0.55,13,0.5848,75,0.5598,,
,,,,RPI Data,,,,,SOS,,Old RPI,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,Rank,Rating,AP,USA
81,TAMU-CC,24-6,0.5546,22.8,4.4,0.8382,0.4543,0.4717,253,0.4601,93,0.5451,,
82,Washington,19-13,0.5534,12.6,9.8,0.5625,0.552,0.5468,63,0.5503,70,0.5612,,
83,Houston,18-15,0.5528,15.2,12.2,0.5547,0.5697,0.5172,61,0.5522,83,0.5505,,
84,Northern Iowa,17-13,0.5525,15.8,11.4,0.5809,0.5441,0.5406,77,0.543,88,0.5489,,
85,Vermont,25-7,0.5524,26.6,7.4,0.7824,0.4712,0.485,206,0.4758,81,0.5522,,
86,Kent St,20-11,0.5516,18.8,8.6,0.6861,0.5101,0.5001,134,0.5067,102,0.5413,,
87,Fresno St,22-9,0.5507,18.8,8.2,0.6963,0.4964,0.5136,143,0.5021,79,0.554,,
88,Pennsylvania,21-8,0.5499,20.2,7.6,0.7266,0.4869,0.4993,170,0.491,85,0.5493,,
89,North Carolina St,18-15,0.5481,13.6,14.6,0.4823,0.5778,0.5544,28,0.57,67,0.5639,,
90,Oral Roberts,22-10,0.5478,18.8,7.6,0.7121,0.4952,0.4886,165,0.493,100,0.5416,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
91,LSU,17-15,0.5468,11.8,13,0.4758,0.58,0.5514,26,0.5705,73,0.5607,,
92,Miami-Ohio,18-14,0.5465,14.8,10.4,0.5873,0.5427,0.5132,94,0.5329,103,0.5403,,
93,Missouri,18-12,0.5459,13.2,11.2,0.541,0.5563,0.5301,69,0.5476,72,0.5607,,
94,Toledo,19-12,0.5442,17.4,9.6,0.6444,0.5116,0.5092,123,0.5108,107,0.5364,,
95,Saint Joseph's,17-14,0.5426,15.8,12.8,0.5524,0.5507,0.5166,85,0.5393,101,0.5416,,
96,Iowa,17-14,0.5423,12.2,11.2,0.5214,0.5491,0.5498,66,0.5493,87,0.5491,,
97,Western Kentucky,21-11,0.5423,19.8,9.8,0.6689,0.5057,0.4888,149,0.5,105,0.5391,,
98,Hawaii,18-13,0.5414,14,11,0.56,0.5411,0.5234,92,0.5352,91,0.5466,,
99,Santa Clara,20-10,0.541,18.4,9.6,0.6571,0.4916,0.5238,142,0.5023,97,0.5434,,
100,Wichita St,16-14,0.5402,14,12.8,0.5224,0.5474,0.5438,71,0.5462,99,0.543,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
101,Loyola (Chicago),19-11,0.5389,17.4,10.2,0.6304,0.5077,0.5097,129,0.5084,104,0.5396,,
102,Oklahoma,15-15,0.537,10.6,13.4,0.4417,0.5843,0.5377,35,0.5688,82,0.5516,,
103,Nebraska,15-14,0.5363,11.8,12.4,0.4876,0.5602,0.5373,60,0.5526,95,0.5437,,
104,Marist,24-8,0.536,22,6.4,0.7746,0.4438,0.4815,265,0.4564,114,0.5298,,
105,Ohio,18-13,0.5351,15.6,10.2,0.6047,0.5173,0.5013,122,0.512,115,0.5291,,
106,Colorado St,15-13,0.5344,13.8,11.8,0.5391,0.5356,0.5273,95,0.5328,111,0.5335,,
107,Fordham,18-12,0.5337,16,10.4,0.6061,0.5086,0.5116,125,0.5096,113,0.5322,,
108,Rhode Island,17-14,0.5337,14.6,12.4,0.5407,0.5357,0.5225,98,0.5313,109,0.5356,,
109,South Carolina,14-16,0.5334,11.6,15.6,0.4265,0.5782,0.5509,33,0.5691,96,0.5435,,
110,Connecticut,17-14,0.532,11.8,12.8,0.4797,0.5559,0.5366,65,0.5495,86,0.5492,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
111,Boise St,16-14,0.5315,12.4,10.4,0.5439,0.5372,0.5079,104,0.5274,116,0.5289,,
112,Drake,16-15,0.5298,12.8,13.4,0.4885,0.5475,0.5358,73,0.5436,106,0.5367,,
113,Auburn,16-15,0.5298,11.2,14.2,0.4409,0.5651,0.5482,51,0.5594,90,0.5486,,
114,Coll of Charleston,22-11,0.5298,20,9.8,0.6711,0.4815,0.485,188,0.4827,117,0.5287,,
115,Sam Houston,18-10,0.5289,18,8,0.6923,0.4753,0.4724,214,0.4744,129,0.5165,,
116,Belmont,22-9,0.5284,22.4,7.8,0.7417,0.4496,0.4727,262,0.4573,124,0.5204,,
117,Austin Peay,19-11,0.5259,17.4,8.6,0.6692,0.4819,0.4704,199,0.4781,128,0.5169,,
118,Tulsa,18-11,0.5258,14.4,9.8,0.595,0.5064,0.4953,140,0.5027,112,0.5322,,
119,UCF,20-9,0.525,16.8,7,0.7059,0.4461,0.5022,239,0.4648,123,0.521,,
120,Delaware St,20-12,0.5248,20.4,8.8,0.6986,0.4674,0.4657,230,0.4668,144,0.5064,,
,,,,RPI Data,,,,,SOS,,Old RPI,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,Rank,Rating,AP,USA
121,George Mason,18-15,0.5242,18.4,14.6,0.5576,0.5151,0.5092,118,0.5131,121,0.5212,,
122,Wyoming,16-15,0.524,12.4,12.2,0.5041,0.529,0.5341,100,0.5307,118,0.527,,
123,Wake Forest,15-16,0.5238,11,14,0.44,0.5483,0.5585,62,0.5517,110,0.5348,,
124,East Tenn St,22-9,0.5236,20,7.4,0.7299,0.4487,0.4669,267,0.4548,126,0.5185,,
125,Oakland,18-14,0.5221,16.8,10.4,0.6176,0.4853,0.5003,171,0.4903,139,0.5083,,
126,Eastern Kentucky,19-11,0.5176,18.6,9,0.6739,0.4635,0.4693,235,0.4654,141,0.5074,,
127,South Alabama,18-11,0.5173,17.2,9.4,0.6466,0.4657,0.4913,215,0.4743,136,0.5109,,
128,Siena,20-12,0.5164,19.2,10.8,0.64,0.4777,0.4702,209,0.4752,134,0.5127,,
129,Southern Miss,16-11,0.5158,12.4,9,0.5794,0.4886,0.5066,158,0.4946,125,0.5191,,
130,Utah Valley St,20-7,0.5155,18.4,5,0.7863,0.409,0.4576,323,0.4252,146,0.5041,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
131,Evansville,14-17,0.5128,11.6,14.6,0.4427,0.5389,0.5307,91,0.5362,130,0.515,,
132,Utah,19-Nov,0.5124,7.8,17,0.3145,0.6032,0.5289,18,0.5784,120,0.5255,,
133,St. John's,16-15,0.5123,11.2,15.4,0.4211,0.5473,0.5335,79,0.5427,108,0.5361,,
134,UAB,15-16,0.5117,13.4,14,0.4891,0.5179,0.5217,114,0.5192,137,0.5104,,
135,Iowa State,14-16,0.5115,10.8,14.4,0.4286,0.5426,0.5322,86,0.5391,122,0.521,,
136,Niagara,22-11,0.5107,22,11.8,0.6509,0.462,0.4677,243,0.4639,131,0.5146,,
137,North Texas,20-10,0.5101,18.8,8.4,0.6912,0.4362,0.4771,280,0.4498,147,0.504,,
138,Illinois St,14-16,0.5094,11.2,13.6,0.4516,0.5231,0.5399,102,0.5287,133,0.5132,,
139,Indiana St,18-Dec,0.5085,9.2,16,0.3651,0.5629,0.5433,55,0.5564,127,0.5173,,
140,Cal Poly,17-11,0.5083,15,9,0.625,0.466,0.4763,224,0.4695,148,0.5039,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
141,Baylor,14-16,0.508,9.2,14,0.3966,0.5552,0.5252,72,0.5452,119,0.5256,,
142,Yale,13-13,0.5074,12.6,11.8,0.5164,0.5173,0.4784,139,0.5044,150,0.5033,,
143,Weber St,17-11,0.5059,14.6,8.6,0.6293,0.4608,0.4726,240,0.4648,153,0.5003,,
144,Tennessee Tech,18-13,0.505,15.2,9.8,0.608,0.4674,0.4771,223,0.4707,160,0.4982,,
145,Tulane,15-13,0.5045,13.4,11.4,0.5403,0.4837,0.5101,167,0.4925,149,0.5033,,
146,Charlotte,14-16,0.5038,10.8,13.6,0.4426,0.5291,0.5143,109,0.5242,138,0.5098,,
147,Central Connecticut,22-11,0.5029,20.4,11,0.6497,0.4492,0.4635,269,0.454,142,0.5071,,
148,CS Fullerton,18-10,0.5017,16.8,8,0.6774,0.4223,0.485,292,0.4432,163,0.4931,,
149,Northern Arizona,16-12,0.5012,14.8,9.2,0.6167,0.4542,0.4799,246,0.4628,167,0.4899,,
150,Western Michigan,15-16,0.5012,12.2,12.8,0.488,0.5045,0.5079,135,0.5056,154,0.5002,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
151,Sacred Heart,18-14,0.5008,16,10.4,0.6061,0.4657,0.4659,233,0.4657,168,0.4899,,
152,UC Santa Barbara,17-11,0.5,18.2,11.8,0.6067,0.4533,0.4868,241,0.4645,155,0.5002,,
153,Seton Hall,16-Dec,0.4986,8.4,14.4,0.3684,0.5498,0.5265,81,0.542,132,0.5137,,
154,St. Mary's,14-15,0.4985,12.4,13.4,0.4806,0.5011,0.5114,138,0.5045,156,0.4991,,
155,Florida Atlantic,15-15,0.498,13,11,0.5417,0.4849,0.4806,186,0.4834,173,0.4876,,
156,Towson,15-17,0.4974,13,15,0.4643,0.5107,0.504,128,0.5085,158,0.4986,,
157,Miami-Florida,20-Dec,0.4967,10,19.2,0.3425,0.5481,0.5483,68,0.5481,145,0.5049,,
158,Rice,14-16,0.4965,11.6,14.4,0.4462,0.5179,0.5041,117,0.5133,152,0.5017,,
159,Illinois-Chicago,13-18,0.4962,11.4,16,0.4161,0.5331,0.5028,110,0.523,161,0.4971,,
160,North Dakota St,16-8,0.4961,14.8,5.6,0.7255,0.3894,0.4802,326,0.4197,184,0.4814,,
,,,,RPI Data,,,,,SOS,,Old RPI,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,Rank,Rating,AP,USA
161,Middle Tenn St,14-17,0.4949,14.4,16.6,0.4645,0.5175,0.4803,136,0.5051,164,0.4917,,
162,San Francisco,18-Dec,0.4943,11.6,16,0.4203,0.5293,0.4984,115,0.519,169,0.4893,,
163,Arkansas St,16-15,0.4938,14.4,11.8,0.5496,0.4775,0.4704,210,0.4752,177,0.4854,,
164,Valparaiso,15-15,0.4935,14.2,12.6,0.5299,0.4742,0.4957,192,0.4814,176,0.486,,
165,Marshall,13-19,0.4927,10.6,17,0.3841,0.5438,0.499,101,0.5289,159,0.4982,,
166,New Mexico,14-17,0.4923,9.6,15,0.3902,0.5284,0.5221,105,0.5263,140,0.5077,,
167,Northwestern St,16-15,0.4917,15.2,12.2,0.5547,0.4669,0.4782,222,0.4707,183,0.482,,
168,Jackson St,20-13,0.4915,20.4,9.8,0.6755,0.4167,0.4571,316,0.4302,197,0.4741,,
169,Cornell,15-12,0.4911,15,11.2,0.5725,0.4586,0.4747,242,0.4639,174,0.4868,,
170,Wis-Green Bay,16-15,0.4904,14.8,13,0.5324,0.4662,0.4968,204,0.4764,175,0.4863,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
171,Florida A&M,18-13,0.4901,17.2,10.2,0.6277,0.4343,0.4641,290,0.4442,190,0.4783,,
172,Loyola (Maryland),18-13,0.4896,18.4,11.8,0.6093,0.438,0.4732,281,0.4498,181,0.4825,,
173,Youngstown St,17-Dec,0.4893,10,13.8,0.4202,0.5164,0.5041,121,0.5123,172,0.4877,,
174,Cincinnati,19-Nov,0.489,7,18.6,0.2734,0.5752,0.5322,47,0.5609,135,0.5123,,
175,Samford,15-16,0.4888,14.2,13.6,0.5108,0.4855,0.4733,191,0.4815,182,0.4821,,
176,UC Irvine,15-18,0.4887,12.6,14,0.4737,0.4969,0.4871,162,0.4937,178,0.4839,,
177,Northwestern,18-Nov,0.4876,7.8,18,0.3023,0.5506,0.5467,67,0.5493,143,0.5068,,
178,American,16-14,0.4868,14.4,10.8,0.5714,0.4484,0.4789,260,0.4586,192,0.4773,,
179,Lipscomb,16-13,0.4865,13.2,8.6,0.6055,0.4325,0.4758,284,0.4469,201,0.4731,,
180,San Diego,15-14,0.4863,15,12.8,0.5396,0.4524,0.5009,227,0.4685,185,0.4807,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
181,Murray St,14-13,0.486,14.8,12.2,0.5481,0.462,0.4719,237,0.4653,189,0.4786,,
182,Temple,18-Dec,0.4853,9.6,15.6,0.381,0.5198,0.5207,113,0.5201,166,0.4901,,
183,TCU,13-17,0.4848,9.8,16.2,0.3769,0.5189,0.5245,111,0.5208,157,0.4989,,
184,Northeastern,13-19,0.4831,9.8,14.2,0.4083,0.5057,0.5127,130,0.508,180,0.4826,,
185,High Point,18-10,0.4823,16,7.6,0.678,0.3918,0.4678,330,0.4171,200,0.4736,,
186,Eastern Washington,14-Dec,0.4811,11.2,10.8,0.5091,0.4731,0.4693,221,0.4718,209,0.4692,,
187,Loyola Marymount,18-Nov,0.48,9.4,15.2,0.3821,0.5158,0.5062,120,0.5126,186,0.4793,,
188,Harvard,16-Dec,0.4798,12,15.2,0.4412,0.4998,0.4783,166,0.4927,194,0.4766,,
189,Louisiana Tech,20-Oct,0.4796,8.4,16,0.3443,0.5284,0.5174,107,0.5247,193,0.4769,,
190,Minnesota,22-Sep,0.4793,6.2,22,0.2199,0.582,0.5334,40,0.5658,162,0.4969,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
191,Detroit,19-Nov,0.4791,10.2,16.2,0.3864,0.5122,0.5057,124,0.5101,196,0.4742,,
192,South Florida,18-Dec,0.4788,9.2,16.8,0.3538,0.517,0.5274,112,0.5204,165,0.4903,,
193,Idaho St,17-Dec,0.4787,10.8,13.4,0.4463,0.4949,0.4789,173,0.4895,207,0.4706,,
194,Portland St,17-13,0.4783,15.4,10.6,0.5923,0.4248,0.4712,301,0.4403,203,0.4719,,
195,Furman,13-16,0.4782,12.2,14,0.4656,0.487,0.473,189,0.4823,198,0.4738,,
196,William & Mary,15-15,0.4773,12.2,13.4,0.4766,0.4677,0.4972,201,0.4776,179,0.4832,,
197,Rider,16-15,0.4769,15.6,13.4,0.5379,0.4484,0.4729,263,0.4565,205,0.4714,,
198,Oregon St,21-Oct,0.4766,8.4,21.8,0.2781,0.5462,0.536,78,0.5428,171,0.4877,,
199,Penn State,19-Nov,0.4766,6.6,18.2,0.2661,0.5569,0.5263,70,0.5467,151,0.5017,,
200,Miss Valley St,18-15,0.4764,16.4,11,0.5985,0.4278,0.4513,311,0.4357,219,0.4631,,
,,,,RPI Data,,,,,SOS,,Old RPI,,Polls,
Rank,School,W-L,RPI,W,L,Pct,OWP,OOWP,Rank,Rating,Rank,Rating,AP,USA
201,Jacksonville,13-14,0.4762,10.2,9.6,0.5152,0.4624,0.4649,245,0.4632,211,0.4678,,
202,Columbia,15-12,0.4756,13.4,10.4,0.563,0.4289,0.4817,285,0.4465,199,0.4738,,
203,UL Monroe,15-14,0.4756,11.4,8.8,0.5644,0.4265,0.485,286,0.446,217,0.4638,,
204,Pacific,19-Nov,0.4748,10.6,17.4,0.3786,0.5203,0.4801,133,0.5069,204,0.4718,,
205,Fairfield,13-19,0.4744,12.2,18.2,0.4013,0.507,0.4822,151,0.4988,195,0.4756,,
206,SMU,17-Dec,0.4729,10.4,16.2,0.391,0.4996,0.5016,148,0.5003,188,0.4786,,
207,Robert Morris,16-11,0.4729,14.4,9.8,0.595,0.4176,0.4612,314,0.4322,202,0.4723,,
208,UNC Greensboro,16-14,0.4721,14.4,12,0.5455,0.4248,0.4934,282,0.4477,210,0.4691,,
209,IUPUI,13-15,0.4719,12.2,13.8,0.4692,0.4731,0.4721,218,0.4728,206,0.4706,,
210,UTEP,14-17,0.4712,10,16.2,0.3817,0.4999,0.5033,144,0.5011,170,0.4887,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
211,Boston U,18-Dec,0.4704,11.2,16.8,0.4,0.501,0.4797,160,0.4939,208,0.4704,,
212,Chicago St,20-Jul,0.4699,8.2,14.8,0.3565,0.5119,0.4992,132,0.5077,247,0.4456,,
213,Southern Utah,14-14,0.4699,11.6,10.4,0.5273,0.4372,0.4779,276,0.4507,220,0.463,,
214,UMBC,19-Dec,0.4671,11.6,16.6,0.4113,0.4935,0.4699,183,0.4856,223,0.461,,
215,Rutgers,19-Sep,0.4668,7,18.6,0.2734,0.528,0.538,97,0.5313,187,0.4788,,
216,Lamar,13-17,0.4645,10.2,13.4,0.4322,0.4743,0.4773,208,0.4753,216,0.4648,,
217,New Orleans,13-17,0.4643,11.8,15.8,0.4275,0.4766,0.4767,203,0.4766,215,0.4658,,
218,Hampton,15-16,0.4641,15.4,15.2,0.5033,0.4525,0.4481,275,0.4511,228,0.4593,,
219,Chattanooga,18-Dec,0.4637,11.2,17.6,0.3889,0.4946,0.4769,177,0.4887,214,0.4665,,
220,Montana,15-15,0.4637,13.4,14.2,0.4855,0.4478,0.4737,264,0.4564,212,0.4673,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
221,Arizona St,22-Jul,0.4633,5,22.4,0.1825,0.563,0.5447,54,0.5569,191,0.478,,
222,Duquesne,19-Oct,0.4631,10,19,0.3448,0.4988,0.51,141,0.5026,218,0.4631,,
223,Troy,17-Dec,0.463,10.8,14.6,0.4252,0.4707,0.4853,207,0.4756,226,0.4601,,
224,Navy,16-Dec,0.4623,12,15.2,0.4412,0.4637,0.4806,225,0.4693,229,0.4591,,
225,Army,13-16,0.4622,11,12.8,0.4622,0.454,0.4785,248,0.4622,230,0.4587,,
226,Hartford,13-18,0.4618,12.2,15.2,0.4453,0.4617,0.4785,229,0.4673,232,0.4553,,
227,Central Michigan,13-18,0.4617,12.6,17.2,0.4228,0.4627,0.4987,212,0.4747,224,0.4609,,
228,Ark-Little Rock,17-Dec,0.4607,11.6,15,0.4361,0.4663,0.4741,226,0.4689,233,0.4551,,
229,SE Louisiana,14-14,0.4607,13.6,11.6,0.5397,0.4123,0.4785,312,0.4344,237,0.4508,,
230,Brown,18-Nov,0.4604,10.2,14.8,0.408,0.476,0.4815,200,0.4778,235,0.4532,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
