Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
261,Vermont,NAC,,12,15,79.1,83.0,-3.89,,-6.10,,-0.07,-12.67,-12.74,,,
262,Central Michigan,MAC,,5,21,57.5,69.5,-12.04,,-0.46,,-16.71,3.90,-12.82,,,
263,Youngstown State,Mid-Cont,,5,21,67.5,76.9,-9.42,,-3.48,,-7.71,-5.20,-12.91,,,
264,William & Mary,CAA,,4,23,72.7,83.2,-10.44,,-2.53,,-3.88,-9.09,-12.97,,,
265,Dartmouth,Ivy,,10,16,66.5,71.3,-4.73,,-7.11,,-10.86,-2.45,-13.31,,,
266,Maryland-Baltimore County,Big South,,6,21,72.9,79.7,-6.74,,-5.60,,-4.14,-9.20,-13.33,,,
267,Howard,MEAC,,10,17,71.3,74.6,-3.26,,-9.32,,-7.74,-5.70,-13.44,,,
268,Niagara,MAAC,,6,21,66.1,76.7,-10.52,,-3.01,,-10.76,-2.77,-13.53,,,
269,Yale,Ivy,,10,16,65.1,69.2,-4.08,,-8.12,,-12.22,-1.38,-13.60,,,
270,Buffalo,ECC,,10,18,70.4,76.1,-5.68,,-7.68,,-10.46,-3.44,-13.90,,,
271,Lafayette,Patriot,,9,19,76.0,80.9,-4.93,,-8.02,,-4.80,-9.30,-14.10,,,
272,Southeastern Louisiana,TAAC,,10,17,74.0,79.3,-5.26,,-5.56,,-5.51,-9.18,-14.68,,,
273,VMI,Southern,,5,23,67.5,76.1,-8.57,,-2.96,,-11.55,-3.18,-14.73,,,
274,Sam Houston State,Southland,,7,20,66.5,75.0,-8.52,,-5.99,,-11.91,-3.15,-15.07,,,
275,Cornell,Ivy,,8,18,66.0,72.7,-6.69,,-4.77,,-11.30,-3.89,-15.18,,,
276,Troy,ECC,,13,14,97.6,100.4,-2.81,,-10.30,,13.87,-29.30,-15.42,,,
277,Eastern Washington,Big Sky,,5,21,67.3,77.8,-10.58,,0.40,,-9.97,-5.63,-15.60,,,
278,Mercer,TAAC,,5,24,65.3,77.8,-12.52,,-1.53,,-10.13,-5.48,-15.60,,,
279,Lehigh,Patriot,,10,17,77.6,84.2,-6.67,,-8.32,,-2.31,-13.39,-15.70,,,
280,Tennessee-Martin,OVC,,5,22,72.9,84.9,-11.96,,-3.37,,-5.41,-10.84,-16.25,,,
281,Mississippi Valley State,SWAC,,10,17,82.1,88.7,-6.67,,-8.79,,-3.26,-13.16,-16.42,,,
282,Morgan State,MEAC,,8,21,71.2,79.6,-8.38,,-8.39,,-7.46,-9.11,-16.57,,,
283,Army,Patriot,,7,20,77.6,85.6,-7.96,,-7.60,,-2.72,-14.77,-17.49,,,
284,Bethune-Cookman,MEAC,,9,18,71.0,80.0,-9.04,,-8.51,,-7.15,-10.40,-17.55,,,
285,Hofstra,ECC,,9,20,67.9,76.8,-8.97,,-8.69,,-14.08,-3.57,-17.66,,,
286,UT Arlington,Southland,,7,22,76.3,88.8,-12.52,,-3.89,,-2.72,-15.73,-18.45,,,
287,Florida Atlantic,TAAC,,3,24,69.0,86.7,-17.70,,-0.48,,-5.47,-13.13,-18.60,,,
288,Columbia,Ivy,,6,20,59.8,70.6,-10.81,,-7.29,,-16.54,-2.59,-19.13,,,
289,Louisiana Tech,Sun Belt,,2,25,60.6,78.3,-17.63,,-0.03,,-14.60,-4.70,-19.29,,,
290,UNC Asheville,Big South,,3,24,60.5,72.9,-12.41,,-5.47,,-18.59,-1.14,-19.72,,,
291,Delaware State,MEAC,,8,19,71.4,81.1,-9.67,,-8.67,,-9.97,-10.02,-19.99,,,
292,Grambling,SWAC,,9,18,81.0,86.7,-5.74,,-10.34,,-4.58,-16.06,-20.65,,,
293,Winthrop,Big South,,4,23,72.1,86.9,-14.74,,-5.08,,-5.75,-15.85,-21.60,,,
294,Florida A&M,MEAC,,4,23,63.6,76.4,-12.81,,-8.02,,-15.48,-6.35,-21.83,,,
295,Chicago State,ECC,,4,23,78.4,95.8,-17.44,,-3.27,,1.49,-23.34,-21.85,,,
296,Sacramento State,Ind,,1,26,61.5,83.3,-21.81,,-0.07,,-14.33,-7.56,-21.88,,,
297,Long Island University,NEC,,3,24,72.7,89.1,-16.41,,-5.62,,-4.08,-17.95,-22.03,,,
298,St. Francis (NY),NEC,,1,26,70.0,84.8,-14.85,,-7.66,,-9.71,-12.81,-22.51,,,
299,Alcorn State,SWAC,,3,24,74.6,89.3,-14.63,,-8.76,,-7.37,-17.35,-24.72,,,
300,Central Connecticut State,ECC,,4,22,74.2,90.4,-16.19,,-8.26,,-7.79,-21.55,-29.34,,,
301,Prairie View,SWAC,,5,22,76.5,96.4,-19.85,,-8.10,,-9.53,-24.07,-33.60,,,
